Contracting Agency ID,Contracting Agency Name,Contracting Office ID,Contracting Office Name,Country Where Award was Issued,Funding Agency ID,Funding Agency Name,Funding Department Name,Funding Office ID,Funding Office Name,Is Funded by Foreign Entity (Foreign Funding) Code,Inherently Governmental Description,Inherently Governmental Function,IDV Department ID,IDV Department Name,Referenced IDV Agency ID,(Program Acronym),IDV Program Acronym,PIID,Referenced  IDV PIID,Solicitation ID,Fiscal Year,Date Signed,Effective Date,Completion Date,Est. Ultimate Completion Date,(Last Date To Order),Type of Contract,Type of Set Aside,NAICS Code,NAICS Description,Principal Place of Performance City Name,Principal Place of Performance State Code,Extent Competed,Award or IDV Type,SBIR STTR,Vendor Name,DUNS Number,Zip,(Website URL),Email Address,Number of Offers Received,Modification Number,Reason For Modification Description,Transaction Number,Other Than Full and Open Competition,Performance Based Service Acquisition Code,Solicitation Procedures,Cost or Pricing Data,A-76 Action Code,(Type of IDC),Pre Award FBO Synopsis,Base and All Options Value (Total Contract Value),Action Obligation,Actions
7524,FOOD AND DRUG ADMINISTRATION,223,DEPT OF HHS/FOOD AND DRUG ADMINISTRATION,USA,7524,FOOD AND DRUG ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",223,DEPT OF HHS/FOOD AND DRUG ADMINISTRATION,X,,,,,,N/A,,HHSF223201510143P,,,2015,4/7/2015,4/7/2015,6/27/2016,6/27/2020,,FIRM FIXED PRICE,NO SET ASIDE USED.,511210,SOFTWARE PUBLISHERS,MARYLAND HEIGHTS,MO,FULL AND OPEN COMPETITION,PURCHASE ORDER,,ELSEVIER INC.,6294391,630434816,,N/A,2,1,CHANGE ORDER,0,,X,NEGOTIATED PROPOSAL/QUOTE,,N,N/A,N,$0.00 ,$0.00 ,1
7524,FOOD AND DRUG ADMINISTRATION,223,DEPT OF HHS/FOOD AND DRUG ADMINISTRATION,USA,7524,FOOD AND DRUG ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",223,DEPT OF HHS/FOOD AND DRUG ADMINISTRATION,X,,,,,,N/A,,HHSF223201510197P,,,2015,5/7/2015,5/7/2015,5/6/2016,5/6/2020,,FIRM FIXED PRICE,NO SET ASIDE USED.,511210,SOFTWARE PUBLISHERS,HERNDON,VA,FULL AND OPEN COMPETITION,PURCHASE ORDER,,"AFFIGENT, LLC",141089040,201713248,,N/A,2,0,,0,,X,NEGOTIATED PROPOSAL/QUOTE,,N,N/A,N,"$26,880.62 ","$4,864.51 ",1
7524,FOOD AND DRUG ADMINISTRATION,223,DEPT OF HHS/FOOD AND DRUG ADMINISTRATION,USA,7524,FOOD AND DRUG ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",223,DEPT OF HHS/FOOD AND DRUG ADMINISTRATION,X,,,,,,N/A,,HHSF223201510205P,,,2015,5/13/2015,7/3/2015,7/2/2016,7/2/2020,,FIRM FIXED PRICE,NO SET ASIDE USED.,511210,SOFTWARE PUBLISHERS,SILVER SPRING,MD,COMPETED UNDER SAP,PURCHASE ORDER,,PATSNAP PTE LTD,220002395,GU71XE,,N/A,1,0,,0,,X,SIMPLIFIED ACQUISITION,,N,N/A,N,"$75,000.00 ","$15,000.00 ",1
7524,FOOD AND DRUG ADMINISTRATION,223,DEPT OF HHS/FOOD AND DRUG ADMINISTRATION,USA,7524,FOOD AND DRUG ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",223,DEPT OF HHS/FOOD AND DRUG ADMINISTRATION,X,,,,,,N/A,,HHSF223201510292P,,,2015,6/11/2015,6/11/2015,8/31/2016,8/31/2020,,FIRM FIXED PRICE,NO SET ASIDE USED.,511210,SOFTWARE PUBLISHERS,MADISON,WI,FULL AND OPEN COMPETITION,PURCHASE ORDER,,"DNASTAR, INC.",130194947,537055202,,N/A,1,0,,0,,X,NEGOTIATED PROPOSAL/QUOTE,,N,N/A,N,"$61,600.00 ","$12,320.00 ",1
7524,FOOD AND DRUG ADMINISTRATION,223,DEPT OF HHS/FOOD AND DRUG ADMINISTRATION,USA,7524,FOOD AND DRUG ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",223,DEPT OF HHS/FOOD AND DRUG ADMINISTRATION,X,,,,,,N/A,,HHSF223201510432A,,FDASOL151150587,2015,8/23/2015,8/23/2015,8/31/2016,8/31/2020,,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,SILVER SPRING,MD,COMPETED UNDER SAP,PURCHASE ORDER,,"FLOWJO, LLC",622374127,975201296,,N/A,3,0,,0,,X,SIMPLIFIED ACQUISITION,,N,N/A,N,"$133,740.00 ","$24,480.00 ",1
7524,FOOD AND DRUG ADMINISTRATION,223,DEPT OF HHS/FOOD AND DRUG ADMINISTRATION,USA,7524,FOOD AND DRUG ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",223,DEPT OF HHS/FOOD AND DRUG ADMINISTRATION,X,,,,,,N/A,,HHSF223201510579A,,SOL151152258,2015,9/15/2015,9/15/2015,9/14/2016,9/14/2019,,FIRM FIXED PRICE,NO SET ASIDE USED.,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,OVERLAND PARK,KS,NOT COMPETED,PURCHASE ORDER,,ENVIRONMENTAL INFORMATION SYSTEMS,175947779,891475258,,N/A,1,0,,0,ONLY ONE SOURCE - OTHER ,X,ONLY ONE SOURCE,,N,N/A,N,"$51,780.00 ","$42,795.00 ",1
7524,FOOD AND DRUG ADMINISTRATION,223,DEPT OF HHS/FOOD AND DRUG ADMINISTRATION,USA,7524,FOOD AND DRUG ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",223,DEPT OF HHS/FOOD AND DRUG ADMINISTRATION,X,,,,,,N/A,,HHSF223201650002A,,FDASOL15OCIAIMS,2016,12/28/2015,12/28/2015,1/10/2021,1/10/2021,,FIRM FIXED PRICE,SMALL BUSINESS SET ASIDE - TOTAL,541519,OTHER COMPUTER RELATED SERVICES,ROCKVILLE,MD,COMPETED UNDER SAP,DEFINITIVE CONTRACT,,"MICROPACT, INC.",12994567,201706014,,N/A,5,0,,0,,X,SIMPLIFIED ACQUISITION,NO,N,N/A,N,"$2,208,850.00 ","$1,655,218.00 ",1
7524,FOOD AND DRUG ADMINISTRATION,223,DEPT OF HHS/FOOD AND DRUG ADMINISTRATION,USA,7524,FOOD AND DRUG ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",223,DEPT OF HHS/FOOD AND DRUG ADMINISTRATION,X,,,,,,,,HHSF223201510030I,,15223SOL00095,2015,9/17/2015,9/17/2015,,,9/26/2020,LABOR HOURS,NO SET ASIDE USED.,541512,COMPUTER SYSTEMS DESIGN SERVICES,,,FULL AND OPEN COMPETITION,IDC,,"EXPONENT, INC.",604061267,940251133,,,1,0,,,,X,NEGOTIATED PROPOSAL/QUOTE,NO,N,B,N/A,"$4,000,000.00 ",$0.00 ,1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,CLOSELY ASSOCIATED,CL,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,HHSH250201400030G,GS10F0152R,,2014,9/22/2014,9/23/2014,9/23/2015,9/18/2019,,FIRM FIXED PRICE,NO SET ASIDE USED.,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,ROCKVILLE,MD,FULL AND OPEN COMPETITION,DELIVERY ORDER,,GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION INCORPORATED,837322494,303033011,,N/A,1,0,,0,,Y,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,"$5,254,285.47 ","$530,062.52 ",1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,CLOSELY ASSOCIATED,CL,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,HHSH250201400030G,GS10F0152R,,2015,10/28/2014,10/30/2014,9/23/2015,9/18/2019,,FIRM FIXED PRICE,NO SET ASIDE USED.,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,ROCKVILLE,MD,FULL AND OPEN COMPETITION,DELIVERY ORDER,,"GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION, INC.",837322494,303033011,,N/A,1,1,OTHER ADMINISTRATIVE ACTION,0,,Y,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,$0.00 ,1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,CLOSELY ASSOCIATED,CL,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,HHSH250201400030G,GS10F0152R,,2015,2/4/2015,2/4/2015,9/23/2015,9/18/2019,,FIRM FIXED PRICE,NO SET ASIDE USED.,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,ROCKVILLE,MD,FULL AND OPEN COMPETITION,DELIVERY ORDER,,"GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION, INC.",837322494,303033011,,N/A,1,2,OTHER ADMINISTRATIVE ACTION,0,,Y,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,$0.00 ,1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,CLOSELY ASSOCIATED,CL,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,HHSH250201400030G,GS10F0152R,,2015,4/27/2015,4/27/2015,9/23/2015,9/18/2019,,FIRM FIXED PRICE,NO SET ASIDE USED.,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,ROCKVILLE,MD,FULL AND OPEN COMPETITION,DELIVERY ORDER,,"GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION, INC.",837322494,303033011,,N/A,1,3,OTHER ADMINISTRATIVE ACTION,0,,Y,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,$0.00 ,1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,CLOSELY ASSOCIATED,CL,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,HHSH250201400030G,GS10F0152R,,2015,8/20/2015,9/24/2015,9/23/2016,9/18/2019,,FIRM FIXED PRICE,NO SET ASIDE USED.,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,ROCKVILLE,MD,FULL AND OPEN COMPETITION,DELIVERY ORDER,,"GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION, INC.",837322494,303033011,,N/A,1,4,EXERCISE AN OPTION,0,,Y,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,"$196,779.16 ","$1,348,234.62 ",1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,CLOSELY ASSOCIATED,CL,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,HHSH250201400030G,GS10F0152R,,2016,11/13/2015,11/13/2015,9/23/2016,9/18/2019,,FIRM FIXED PRICE,NO SET ASIDE USED.,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,ROCKVILLE,MD,FULL AND OPEN COMPETITION,DELIVERY ORDER,,"GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION, INC.",837322494,303033011,,N/A,1,5,OTHER ADMINISTRATIVE ACTION,0,,Y,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,$0.00 ,1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,CLOSELY ASSOCIATED,CL,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,HHSH250201500041G,GS10F0261K,TFTPMC000874B,2015,9/18/2015,9/28/2015,9/27/2016,9/27/2020,,FIRM FIXED PRICE,NO SET ASIDE USED.,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,ANN ARBOR,MI,FULL AND OPEN COMPETITION,DELIVERY ORDER,,ALTARUM INSTITUTE,64184468,481051579,,N/A,1,0,,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,"$2,102,509.99 ","$421,336.14 ",1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,CLOSELY ASSOCIATED,CL,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,HHSH250201500041G,GS10F0261K,TFTPMC000874B,2016,10/20/2015,10/20/2015,9/27/2016,9/27/2020,,FIRM FIXED PRICE,NO SET ASIDE USED.,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,ANN ARBOR,MI,FULL AND OPEN COMPETITION,DELIVERY ORDER,,ALTARUM INSTITUTE,64184468,481051579,,N/A,1,1,OTHER ADMINISTRATIVE ACTION,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,$0.00 ,1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,CLOSELY ASSOCIATED,CL,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7526,N/A,,HHSH25034002T,HHSH250201400048I,,2015,9/25/2015,9/25/2015,9/24/2016,9/23/2019,,FIRM FIXED PRICE,NO SET ASIDE USED.,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,SILVER SPRING,MD,FULL AND OPEN COMPETITION,DELIVERY ORDER,,THE MAYATECH CORPORATION,147223796,209105645,,N/A,2,0,,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,YES,N,N/A,N,"$1,995,340.00 ","$480,441.00 ",1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,CLOSELY ASSOCIATED,CL,7500,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",7526,N/A,,HHSH25034002T,HHSH250201400048I,,2016,11/24/2015,11/24/2015,9/24/2016,9/23/2019,,FIRM FIXED PRICE,NO SET ASIDE USED.,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,SILVER SPRING,MD,FULL AND OPEN COMPETITION,DELIVERY ORDER,,THE MAYATECH CORPORATION,147223796,209105645,,N/A,2,1,OTHER ADMINISTRATIVE ACTION,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,YES,N,N/A,N,$0.00 ,$0.00 ,1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,CLOSELY ASSOCIATED,CL,,,,N/A,,HHSH250201400007C,,14250SOL00042,2014,7/22/2014,7/24/2014,7/23/2015,7/23/2019,,FIRM FIXED PRICE,NO SET ASIDE USED.,541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,DURHAM,NC,FULL AND OPEN COMPETITION,DEFINITIVE CONTRACT,,DUKE UNIVERSITY,44387793,277084677,,N/A,1,0,,0,,N,NEGOTIATED PROPOSAL/QUOTE,NO,N,N/A,N,"$3,114,817.00 ","$617,258.00 ",1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,CLOSELY ASSOCIATED,CL,,,,N/A,,HHSH250201400007C,,14250SOL00042,2015,6/8/2015,6/8/2015,7/23/2016,7/23/2019,,FIRM FIXED PRICE,NO SET ASIDE USED.,541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,DURHAM,NC,FULL AND OPEN COMPETITION,DEFINITIVE CONTRACT,,DUKE UNIVERSITY,44387793,277084677,,N/A,1,1,CHANGE ORDER,0,,N,NEGOTIATED PROPOSAL/QUOTE,NO,N,N/A,N,$0.00 ,$0.00 ,1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,CLOSELY ASSOCIATED,CL,,,,,,HHSH250201500002I,,15250SOL00077,2015,8/17/2015,8/17/2015,,,8/16/2020,FIRM FIXED PRICE,NO SET ASIDE USED.,541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,,,NOT COMPETED,IDC,,DUKE UNIVERSITY,44387793,277084677,,,1,0,,,ONLY ONE SOURCE - OTHER ,N,ONLY ONE SOURCE,YES,N,B,N/A,"$2,500.00 ","$2,500.00 ",1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,CLOSELY ASSOCIATED,CL,,,,,,HHSH250201500002I,,15250SOL00077,2015,8/17/2015,8/17/2015,,,8/16/2020,FIRM FIXED PRICE,NO SET ASIDE USED.,541720,RESEARCH AND DEVELOPMENT IN THE SOCIAL SCIENCES AND HUMANITIES,,,NOT COMPETED,IDC,,DUKE UNIVERSITY,44387793,277084677,,,1,1,OTHER ADMINISTRATIVE ACTION,,ONLY ONE SOURCE - OTHER ,N,ONLY ONE SOURCE,YES,N,B,N/A,$0.00 ,$0.00 ,1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,OTHER FUNCTIONS,OT,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,HHSH250201400029G,GS23F9763H,TFTPMC000874B,2014,9/23/2014,9/23/2014,9/22/2015,9/22/2019,,FIRM FIXED PRICE,NO SET ASIDE USED.,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,ALEXANDRIA,VA,FULL AND OPEN COMPETITION,DELIVERY ORDER,,GRANT THORNTON LLP,128159105,223145767,,N/A,3,0,,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,"$2,230,323.18 ","$441,919.02 ",1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,OTHER FUNCTIONS,OT,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,HHSH250201400029G,GS23F9763H,TFTPMC000874B,2015,3/12/2015,3/12/2015,9/22/2015,9/22/2019,,FIRM FIXED PRICE,NO SET ASIDE USED.,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,ALEXANDRIA,VA,FULL AND OPEN COMPETITION,DELIVERY ORDER,,GRANT THORNTON LLP,128159105,223145767,,N/A,3,1,OTHER ADMINISTRATIVE ACTION,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,$0.00 ,1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,OTHER FUNCTIONS,OT,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,HHSH250201400029G,GS23F9763H,TFTPMC000874B,2015,7/28/2015,7/28/2015,9/22/2016,9/22/2019,,FIRM FIXED PRICE,NO SET ASIDE USED.,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,ALEXANDRIA,VA,FULL AND OPEN COMPETITION,DELIVERY ORDER,,GRANT THORNTON LLP,128159105,223145767,,N/A,3,2,EXERCISE AN OPTION,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,$0.00 ,1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,OTHER FUNCTIONS,OT,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,HHSH250201400029G,GS23F9763H,TFTPMC000874B,2015,8/5/2015,9/23/2015,9/22/2016,9/22/2019,,FIRM FIXED PRICE,NO SET ASIDE USED.,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,ALEXANDRIA,VA,FULL AND OPEN COMPETITION,DELIVERY ORDER,,GRANT THORNTON LLP,128159105,223145767,,N/A,3,3,EXERCISE AN OPTION,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,"$408,637.78 ",1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,OTHER FUNCTIONS,OT,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,HHSH250201500018G,GS10F0187W,15250SOL00061,2015,8/4/2015,9/15/2015,9/14/2016,9/14/2020,,FIRM FIXED PRICE,NO SET ASIDE USED.,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,BOULDER,CO,FULL AND OPEN COMPETITION,DELIVERY ORDER,,"INTEGRATED WORK STRATEGIES, LLC",42559919,803013523,,N/A,1,0,,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,"$3,753,345.55 ","$678,421.70 ",1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,OTHER FUNCTIONS,OT,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,HHSH250201500018G,GS10F0187W,15250SOL00061,2015,8/17/2015,8/17/2015,9/14/2016,9/14/2020,,FIRM FIXED PRICE,NO SET ASIDE USED.,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,BOULDER,CO,FULL AND OPEN COMPETITION,DELIVERY ORDER,,"INTEGRATED WORK STRATEGIES, LLC",42559919,803013523,,N/A,1,1,EXERCISE AN OPTION,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,"$669,262.71 ","$179,681.55 ",1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,OTHER FUNCTIONS,OT,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,HHSH250201500018G,GS10F0187W,15250SOL00061,2016,11/18/2015,11/18/2015,9/14/2016,9/14/2020,,FIRM FIXED PRICE,NO SET ASIDE USED.,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,BOULDER,CO,FULL AND OPEN COMPETITION,DELIVERY ORDER,,"INTEGRATED WORK STRATEGIES, LLC",42559919,803013523,,N/A,1,2,OTHER ADMINISTRATIVE ACTION,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,$0.00 ,1
7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,250,OFFICE OF THE ADMINISTRATOR,USA,7526,HEALTH RESOURCES AND SERVICES ADMINISTRATION,"HEALTH AND HUMAN SERVICES, DEPARTMENT OF",250,OFFICE OF THE ADMINISTRATOR,X,OTHER FUNCTIONS,OT,4700,GENERAL SERVICES ADMINISTRATION,4730,N/A,,HHSH250201500018G,GS10F0187W,15250SOL00061,2016,11/25/2015,11/25/2015,9/14/2016,9/14/2020,,FIRM FIXED PRICE,NO SET ASIDE USED.,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,BOULDER,CO,FULL AND OPEN COMPETITION,DELIVERY ORDER,,"INTEGRATED WORK STRATEGIES, LLC",42559919,803013523,,N/A,1,3,SUPPLEMENTAL AGREEMENT FOR WORK WITHIN SCOPE,0,,N,SUBJECT TO MULTIPLE AWARD FAIR OPPORTUNITY,,N,N/A,N,$0.00 ,$0.00 ,1
